CMDLINE python src/main.py
MEM 546.937500 1740999091.5557
MEM 547.203125 1740999091.6585
MEM 547.453125 1740999091.7599
MEM 547.718750 1740999091.8646
MEM 548.078125 1740999091.9694
MEM 548.640625 1740999092.0745
MEM 549.093750 1740999092.1795
MEM 549.859375 1740999092.2846
MEM 550.500000 1740999092.3897
MEM 551.359375 1740999092.4945
MEM 551.953125 1740999092.5996
MEM 552.203125 1740999092.6998
MEM 552.375000 1740999092.8026
MEM 552.546875 1740999092.9076
MEM 552.843750 1740999093.0085
MEM 553.093750 1740999093.1136
MEM 553.375000 1740999093.2186
MEM 553.671875 1740999093.3236
MEM 554.375000 1740999093.4256
MEM 554.578125 1740999093.5306
MEM 555.218750 1740999093.6357
MEM 555.218750 1740999093.7407
MEM 555.328125 1740999093.8458
MEM 555.375000 1740999093.9508
MEM 555.625000 1740999094.0558
MEM 555.750000 1740999094.1609
MEM 555.781250 1740999094.2659
MEM 555.796875 1740999094.3661
MEM 555.812500 1740999094.4711
MEM 555.828125 1740999094.5762
MEM 556.046875 1740999094.6812
MEM 556.593750 1740999094.7863
MEM 556.906250 1740999094.8913
MEM 557.843750 1740999094.9963
MEM 558.203125 1740999095.1015
MEM 558.203125 1740999095.2065
MEM 558.203125 1740999095.3116
MEM 558.203125 1740999095.4166
MEM 558.421875 1740999095.5217
MEM 558.656250 1740999095.6267
MEM 558.859375 1740999095.7318
MEM 559.093750 1740999095.8368
MEM 559.343750 1740999095.9419
MEM 559.578125 1740999096.0469
MEM 559.828125 1740999096.1520
MEM 560.046875 1740999096.2571
MEM 560.265625 1740999096.3621
MEM 560.500000 1740999096.4672
MEM 560.718750 1740999096.5722
MEM 560.937500 1740999096.6773
MEM 561.140625 1740999096.7823
MEM 561.359375 1740999096.8865
MEM 561.843750 1740999096.9916
MEM 562.078125 1740999097.0966
MEM 562.328125 1740999097.2017
MEM 562.546875 1740999097.3067
MEM 562.781250 1740999097.4118
MEM 563.046875 1740999097.5168
MEM 563.296875 1740999097.6218
MEM 563.562500 1740999097.7269
MEM 563.812500 1740999097.8319
MEM 564.031250 1740999097.9371
MEM 564.265625 1740999098.0421
MEM 564.531250 1740999098.1472
MEM 564.812500 1740999098.2522
MEM 565.062500 1740999098.3573
MEM 565.312500 1740999098.4623
MEM 565.546875 1740999098.5675
MEM 565.781250 1740999098.6726
MEM 566.031250 1740999098.7777
MEM 566.250000 1740999098.8778
MEM 566.484375 1740999098.9830
MEM 566.734375 1740999099.0881
MEM 567.000000 1740999099.1932
MEM 567.250000 1740999099.2982
MEM 567.515625 1740999099.4033
MEM 567.765625 1740999099.5084
MEM 568.031250 1740999099.6135
MEM 568.281250 1740999099.7186
MEM 568.546875 1740999099.8236
MEM 568.796875 1740999099.9287
MEM 569.031250 1740999100.0302
MEM 569.250000 1740999100.1353
MEM 569.515625 1740999100.2405
MEM 569.781250 1740999100.3456
MEM 570.015625 1740999100.4507
MEM 570.234375 1740999100.5557
MEM 570.484375 1740999100.6608
MEM 570.750000 1740999100.7659
MEM 571.000000 1740999100.8682
MEM 571.265625 1740999100.9733
MEM 571.515625 1740999101.0783
MEM 571.781250 1740999101.1833
MEM 572.046875 1740999101.2884
MEM 572.343750 1740999101.3935
MEM 572.609375 1740999101.4985
MEM 572.906250 1740999101.6035
MEM 573.281250 1740999101.7086
MEM 573.343750 1740999101.8138
MEM 579.500000 1740999101.9189
MEM 580.156250 1740999102.0241
MEM 580.703125 1740999102.1292
MEM 580.718750 1740999102.2343
MEM 580.781250 1740999102.3394
MEM 580.937500 1740999102.4445
MEM 580.984375 1740999102.5496
MEM 581.125000 1740999102.6528
MEM 581.203125 1740999102.7579
MEM 581.312500 1740999102.8617
MEM 581.421875 1740999102.9668
MEM 581.437500 1740999103.0719
MEM 581.593750 1740999103.1769
MEM 581.718750 1740999103.2804
MEM 581.937500 1740999103.3855
MEM 582.109375 1740999103.4906
MEM 582.359375 1740999103.5957
MEM 582.375000 1740999103.6957
MEM 582.687500 1740999103.8008
MEM 582.812500 1740999103.9029
MEM 582.890625 1740999104.0080
MEM 583.000000 1740999104.1132
MEM 583.109375 1740999104.2182
MEM 583.171875 1740999104.3233
MEM 583.296875 1740999104.4284
MEM 583.359375 1740999104.5335
MEM 583.640625 1740999104.6386
MEM 583.859375 1740999104.7437
MEM 584.062500 1740999104.8488
MEM 584.156250 1740999104.9539
MEM 584.328125 1740999105.0590
MEM 584.453125 1740999105.1641
MEM 584.734375 1740999105.2692
MEM 584.843750 1740999105.3743
MEM 585.000000 1740999105.4795
MEM 585.078125 1740999105.5845
MEM 585.125000 1740999105.6896
MEM 585.234375 1740999105.7908
MEM 585.406250 1740999105.8959
MEM 585.625000 1740999106.0010
MEM 586.218750 1740999106.1061
MEM 586.296875 1740999106.2112
MEM 586.484375 1740999106.3162
MEM 586.718750 1740999106.4196
MEM 586.859375 1740999106.5247
MEM 587.078125 1740999106.6297
MEM 587.203125 1740999106.7348
MEM 587.343750 1740999106.8400
MEM 587.468750 1740999106.9451
MEM 587.500000 1740999107.0502
MEM 587.593750 1740999107.1554
MEM 587.765625 1740999107.2605
MEM 587.859375 1740999107.3656
MEM 588.093750 1740999107.4707
MEM 588.171875 1740999107.5758
MEM 588.343750 1740999107.6808
MEM 588.406250 1740999107.7859
MEM 588.812500 1740999107.8910
MEM 589.046875 1740999107.9961
MEM 589.812500 1740999108.0981
MEM 589.906250 1740999108.2032
MEM 590.093750 1740999108.3083
MEM 590.265625 1740999108.4134
MEM 590.671875 1740999108.5185
MEM 590.796875 1740999108.6235
MEM 591.187500 1740999108.7286
MEM 591.437500 1740999108.8337
MEM 591.593750 1740999108.9388
MEM 591.687500 1740999109.0438
MEM 591.796875 1740999109.1490
MEM 592.328125 1740999109.2544
MEM 592.421875 1740999109.3596
MEM 592.640625 1740999109.4647
MEM 592.687500 1740999109.5698
MEM 592.812500 1740999109.6749
MEM 592.875000 1740999109.7800
MEM 594.531250 1740999109.8851
MEM 594.734375 1740999109.9902
MEM 596.765625 1740999110.0909
MEM 596.890625 1740999110.1946
MEM 597.093750 1740999110.2997
MEM 597.281250 1740999110.4024
MEM 597.593750 1740999110.5075
MEM 600.406250 1740999110.6126
MEM 602.250000 1740999110.7177
MEM 602.421875 1740999110.8227
MEM 602.593750 1740999110.9278
MEM 602.640625 1740999111.0329
MEM 602.843750 1740999111.1380
MEM 603.750000 1740999111.2431
MEM 603.953125 1740999111.3483
MEM 605.828125 1740999111.4534
MEM 605.937500 1740999111.5560
MEM 606.109375 1740999111.6611
MEM 606.109375 1740999111.7663
MEM 606.109375 1740999111.8707
MEM 606.328125 1740999111.9758
MEM 608.062500 1740999112.0809
MEM 608.312500 1740999112.1860
MEM 609.312500 1740999112.2905
MEM 609.468750 1740999112.3920
MEM 609.671875 1740999112.4972
MEM 609.734375 1740999112.6023
MEM 609.828125 1740999112.7074
MEM 614.359375 1740999112.8124
MEM 619.296875 1740999112.9176
MEM 619.500000 1740999113.0227
MEM 619.515625 1740999113.1277
MEM 619.562500 1740999113.2328
MEM 619.593750 1740999113.3378
MEM 620.468750 1740999113.4429
MEM 621.125000 1740999113.5480
MEM 622.062500 1740999113.6531
MEM 622.750000 1740999113.7582
MEM 623.437500 1740999113.8633
MEM 624.046875 1740999113.9684
MEM 624.671875 1740999114.0735
MEM 625.109375 1740999114.1785
MEM 625.562500 1740999114.2836
MEM 628.765625 1740999114.3887
MEM 630.843750 1740999114.4938
MEM 632.046875 1740999114.5994
MEM 638.359375 1740999114.7045
MEM 638.359375 1740999114.8096
MEM 638.375000 1740999114.9146
MEM 638.687500 1740999115.0198
MEM 642.750000 1740999115.1249
MEM 647.953125 1740999115.2300
MEM 649.671875 1740999115.3352
MEM 659.187500 1740999115.4403
MEM 674.406250 1740999115.5454
MEM 674.484375 1740999115.6505
MEM 674.546875 1740999115.7556
MEM 674.578125 1740999115.8607
MEM 674.609375 1740999115.9658
MEM 674.671875 1740999116.0709
MEM 674.781250 1740999116.1760
MEM 674.875000 1740999116.2810
MEM 674.984375 1740999116.3861
MEM 675.171875 1740999116.4912
MEM 675.265625 1740999116.5962
MEM 675.359375 1740999116.7013
MEM 675.468750 1740999116.8063
MEM 675.546875 1740999116.9114
MEM 675.656250 1740999117.0165
MEM 675.750000 1740999117.1215
MEM 675.828125 1740999117.2266
MEM 675.968750 1740999117.3316
MEM 676.062500 1740999117.4367
MEM 676.187500 1740999117.5418
MEM 676.296875 1740999117.6468
MEM 676.390625 1740999117.7518
MEM 676.515625 1740999117.8569
MEM 676.593750 1740999117.9620
MEM 676.609375 1740999118.0671
MEM 676.640625 1740999118.1721
MEM 676.671875 1740999118.2772
MEM 676.703125 1740999118.3822
MEM 676.734375 1740999118.4873
MEM 676.781250 1740999118.5923
MEM 676.812500 1740999118.6974
MEM 676.828125 1740999118.8024
MEM 676.843750 1740999118.9031
MEM 676.890625 1740999119.0082
MEM 676.906250 1740999119.1133
MEM 676.953125 1740999119.2183
MEM 677.062500 1740999119.3234
MEM 677.156250 1740999119.4253
MEM 677.265625 1740999119.5303
MEM 677.343750 1740999119.6354
MEM 677.453125 1740999119.7404
MEM 677.515625 1740999119.8455
MEM 677.609375 1740999119.9508
MEM 677.734375 1740999120.0559
MEM 677.812500 1740999120.1610
MEM 677.890625 1740999120.2661
MEM 677.968750 1740999120.3691
MEM 678.078125 1740999120.4742
MEM 678.187500 1740999120.5793
MEM 678.281250 1740999120.6843
MEM 678.359375 1740999120.7894
MEM 678.468750 1740999120.8945
MEM 678.546875 1740999120.9995
MEM 678.640625 1740999121.1046
MEM 678.718750 1740999121.2097
MEM 678.843750 1740999121.3147
MEM 678.921875 1740999121.4198
MEM 679.000000 1740999121.5248
MEM 679.093750 1740999121.6299
MEM 679.203125 1740999121.7349
MEM 679.281250 1740999121.8400
MEM 679.359375 1740999121.9451
MEM 679.437500 1740999122.0501
MEM 679.593750 1740999122.1552
MEM 679.656250 1740999122.2603
MEM 679.734375 1740999122.3654
MEM 679.828125 1740999122.4704
MEM 679.937500 1740999122.5755
MEM 680.031250 1740999122.6805
MEM 680.109375 1740999122.7856
MEM 680.203125 1740999122.8860
MEM 680.265625 1740999122.9911
MEM 680.359375 1740999123.0963
MEM 680.484375 1740999123.2013
MEM 680.562500 1740999123.3064
MEM 680.640625 1740999123.4115
MEM 680.781250 1740999123.5166
MEM 680.906250 1740999123.6217
MEM 680.984375 1740999123.7267
MEM 681.109375 1740999123.8317
MEM 681.265625 1740999123.9368
MEM 681.296875 1740999124.0419
MEM 681.296875 1740999124.1469
MEM 681.296875 1740999124.2520
MEM 681.312500 1740999124.3570
MEM 681.312500 1740999124.4621
MEM 681.343750 1740999124.5672
MEM 681.343750 1740999124.6677
MEM 681.359375 1740999124.7727
MEM 681.359375 1740999124.8778
MEM 681.593750 1740999124.9829
MEM 702.093750 1740999125.0880
MEM 706.078125 1740999125.1931
MEM 709.296875 1740999125.2983
MEM 709.515625 1740999125.4035
MEM 704.734375 1740999125.5086
MEM 1005.562500 1740999125.6092
MEM 1057.093750 1740999125.7107
MEM 1068.437500 1740999125.8159
MEM 1069.234375 1740999125.9211
MEM 1076.890625 1740999126.0263
MEM 1084.890625 1740999126.1314
MEM 1092.890625 1740999126.2366
MEM 1096.890625 1740999126.3417
MEM 1100.890625 1740999126.4469
MEM 1108.890625 1740999126.5520
MEM 1108.625000 1740999126.6571
MEM 1116.625000 1740999126.7623
MEM 1114.125000 1740999126.8675
MEM 1118.125000 1740999126.9727
MEM 1126.125000 1740999127.0779
MEM 1120.750000 1740999127.1830
MEM 1118.875000 1740999127.2882
MEM 1126.875000 1740999127.3933
MEM 1130.875000 1740999127.4985
MEM 1096.546875 1740999127.6036
MEM 1104.546875 1740999127.7088
MEM 1086.875000 1740999127.8139
MEM 1072.906250 1740999127.9190
MEM 1055.765625 1740999128.0242
MEM 1063.406250 1740999128.1293
MEM 1177.703125 1740999128.2388
MEM 1200.218750 1740999128.3440
MEM 1200.421875 1740999128.4492
MEM 1381.156250 1740999128.5545
MEM 1381.156250 1740999128.6596
MEM 1381.156250 1740999128.7609
MEM 1381.156250 1740999128.8660
MEM 1381.156250 1740999128.9711
MEM 1381.156250 1740999129.0761
MEM 1381.156250 1740999129.1812
MEM 1381.156250 1740999129.2863
MEM 1381.156250 1740999129.3913
MEM 1381.156250 1740999129.4964
MEM 1381.156250 1740999129.5990
MEM 1381.156250 1740999129.7041
MEM 1381.156250 1740999129.8092
MEM 1381.156250 1740999129.9143
MEM 1383.640625 1740999130.0194
MEM 1385.984375 1740999130.1245
MEM 1385.984375 1740999130.2295
MEM 1386.312500 1740999130.3347
MEM 1386.906250 1740999130.4398
MEM 1470.921875 1740999130.5451
MEM 1471.546875 1740999130.6474
MEM 1565.921875 1740999130.7503
MEM 1568.500000 1740999130.8554
MEM 1568.562500 1740999130.9605
MEM 1543.546875 1740999131.0656
MEM 1544.171875 1740999131.1709
MEM 1598.953125 1740999131.2762
MEM 1590.703125 1740999131.3813
MEM 1658.890625 1740999131.4865
MEM 1661.390625 1740999131.5917
MEM 1661.390625 1740999131.6968
MEM 1661.453125 1740999131.8019
MEM 1662.250000 1740999131.9071
MEM 1683.562500 1740999132.0124
MEM 1699.640625 1740999132.1175
MEM 1698.859375 1740999132.2227
MEM 1677.671875 1740999132.3279
MEM 1678.343750 1740999132.4330
MEM 1678.437500 1740999132.5381
MEM 1708.546875 1740999132.6433
MEM 1695.750000 1740999132.7485
MEM 1704.500000 1740999132.8536
MEM 1792.359375 1740999132.9589
MEM 1794.875000 1740999133.0640
MEM 1795.671875 1740999133.1691
MEM 1776.265625 1740999133.2742
MEM 1790.656250 1740999133.3794
MEM 1830.843750 1740999133.4846
MEM 1801.921875 1740999133.5851
MEM 1880.375000 1740999133.6902
MEM 1880.437500 1740999133.7953
MEM 1880.546875 1740999133.9004
MEM 1880.640625 1740999134.0056
MEM 1891.750000 1740999134.1109
MEM 1929.703125 1740999134.2161
MEM 1972.234375 1740999134.3176
MEM 2026.906250 1740999134.4227
MEM 2026.906250 1740999134.5278
MEM 2027.093750 1740999134.6329
MEM 2027.171875 1740999134.7380
MEM 2084.640625 1740999134.8399
MEM 2091.859375 1740999134.9451
MEM 2096.312500 1740999135.0488
MEM 2086.187500 1740999135.1539
MEM 2087.828125 1740999135.2590
MEM 2087.843750 1740999135.3641
MEM 2087.921875 1740999135.4692
MEM 2152.781250 1740999135.5749
MEM 2217.781250 1740999135.6805
MEM 2248.703125 1740999135.7893
MEM 2282.000000 1740999135.8913
MEM 2289.093750 1740999136.2213
MEM 2257.531250 1740999136.3265
MEM 2257.625000 1740999136.4316
MEM 2257.687500 1740999136.5367
MEM 2257.921875 1740999136.6418
MEM 2283.828125 1740999136.7470
MEM 2303.406250 1740999136.8523
MEM 2333.093750 1740999136.9544
MEM 2310.125000 1740999137.0595
MEM 2310.125000 1740999137.1646
MEM 2310.234375 1740999137.2697
MEM 2318.062500 1740999137.3749
MEM 2465.468750 1740999137.4761
MEM 2473.187500 1740999137.5813
MEM 2433.218750 1740999137.6864
MEM 2398.687500 1740999137.7895
MEM 2398.703125 1740999137.8944
MEM 2398.734375 1740999137.9994
MEM 2398.937500 1740999138.1046
MEM 2493.406250 1740999138.2097
MEM 2519.828125 1740999138.3149
MEM 2441.093750 1740999138.4201
MEM 2443.625000 1740999138.5252
MEM 2414.781250 1740999138.6303
MEM 2415.046875 1740999138.7354
MEM 2444.671875 1740999138.8388
MEM 2525.125000 1740999138.9440
MEM 2511.781250 1740999139.0491
MEM 2424.734375 1740999139.1544
MEM 2427.281250 1740999139.2595
MEM 2428.015625 1740999139.3646
MEM 2428.125000 1740999139.4657
MEM 2430.578125 1740999139.5710
MEM 2481.046875 1740999139.6740
MEM 2453.437500 1740999139.7747
MEM 2447.125000 1740999139.8799
MEM 2449.968750 1740999139.9851
MEM 2452.875000 1740999140.0902
MEM 2453.421875 1740999140.1953
MEM 2454.031250 1740999140.2993
MEM 2496.453125 1740999140.4047
MEM 2534.656250 1740999140.5099
MEM 2430.796875 1740999140.6151
MEM 2251.671875 1740999140.7190
MEM 2317.062500 1740999140.8241
MEM 2307.015625 1740999140.9293
MEM 2307.562500 1740999141.0344
MEM 2308.343750 1740999141.1395
MEM 2355.953125 1740999141.2398
MEM 2251.562500 1740999141.3450
MEM 2184.156250 1740999141.4502
MEM 2127.750000 1740999141.5557
MEM 2128.750000 1740999141.6608
MEM 2128.984375 1740999141.7659
MEM 2129.265625 1740999141.8696
MEM 2001.031250 1740999141.9710
MEM 1920.578125 1740999142.0763
MEM 1830.640625 1740999142.1815
MEM 1787.203125 1740999142.2866
MEM 1820.906250 1740999142.3875
MEM 1821.734375 1740999142.4927
MEM 1824.203125 1740999142.5978
MEM 1824.531250 1740999142.7029
MEM 1969.484375 1740999142.8081
MEM 1871.687500 1740999142.9133
MEM 1784.218750 1740999143.0185
MEM 1685.203125 1740999143.1236
MEM 1620.890625 1740999143.2287
MEM 1621.093750 1740999143.3339
MEM 1621.375000 1740999143.4390
MEM 1689.234375 1740999143.5409
MEM 1521.046875 1740999143.6481
MEM 1429.484375 1740999143.7507
MEM 1409.609375 1740999143.8559
MEM 1417.093750 1740999143.9610
MEM 1419.296875 1740999144.0661
MEM 1427.796875 1740999144.1712
MEM 1479.718750 1740999144.2764
MEM 1362.828125 1740999144.3817
MEM 1370.343750 1740999144.4828
MEM 1366.250000 1740999144.5879
MEM 1328.031250 1740999144.6930
MEM 1328.671875 1740999144.7982
MEM 1329.953125 1740999144.9029
MEM 1330.906250 1740999145.0080
MEM 1452.000000 1740999145.1135
MEM 1482.203125 1740999145.2189
MEM 1490.250000 1740999145.3241
MEM 1313.890625 1740999145.4293
MEM 1318.343750 1740999145.5344
MEM 1320.703125 1740999145.6395
MEM 1322.531250 1740999145.7445
MEM 1378.656250 1740999145.8499
MEM 1487.937500 1740999145.9518
MEM 1482.328125 1740999146.0574
MEM 1466.328125 1740999146.1626
MEM 1149.703125 1740999146.2646
MEM 1275.671875 1740999146.3698
MEM 1275.968750 1740999146.4749
MEM 1276.265625 1740999146.5800
MEM 1276.593750 1740999146.6821
MEM 1492.328125 1740999146.7879
MEM 1469.500000 1740999146.8934
MEM 1461.968750 1740999146.9986
MEM 1323.453125 1740999147.1038
MEM 1326.359375 1740999147.2090
MEM 1326.546875 1740999147.3141
MEM 1326.906250 1740999147.4192
MEM 1406.734375 1740999147.5244
MEM 1485.218750 1740999147.6251
MEM 1451.984375 1740999147.7303
MEM 1311.921875 1740999147.8354
MEM 1314.718750 1740999147.9406
MEM 1314.859375 1740999148.0457
MEM 1315.296875 1740999148.1508
MEM 1318.156250 1740999148.2559
MEM 1415.171875 1740999148.3621
MEM 1408.203125 1740999148.4672
MEM 1300.015625 1740999148.5698
MEM 1257.109375 1740999148.6752
MEM 1259.937500 1740999148.7803
MEM 1260.156250 1740999148.8854
MEM 1260.453125 1740999148.9904
MEM 1357.328125 1740999149.0959
MEM 1504.406250 1740999149.2011
MEM 1458.343750 1740999149.3050
MEM 1322.546875 1740999149.4102
MEM 1326.468750 1740999149.5153
MEM 1326.687500 1740999149.6187
MEM 1326.968750 1740999149.7215
MEM 1410.093750 1740999149.8269
MEM 1409.843750 1740999149.9283
MEM 1404.640625 1740999150.0335
MEM 1150.781250 1740999150.1381
MEM 1236.687500 1740999150.2390
MEM 1236.843750 1740999150.3417
MEM 1251.531250 1740999150.4469
MEM 1253.828125 1740999150.5520
MEM 1404.812500 1740999150.6571
MEM 1403.656250 1740999150.7623
MEM 1347.453125 1740999150.8675
MEM 1185.625000 1740999150.9727
MEM 1191.906250 1740999151.0778
MEM 1192.640625 1740999151.1829
MEM 1199.078125 1740999151.2881
MEM 1202.859375 1740999151.3932
MEM 1274.234375 1740999151.4991
MEM 1317.171875 1740999151.6046
MEM 1230.734375 1740999151.7068
MEM 1051.125000 1740999151.8120
MEM 1064.125000 1740999151.9171
MEM 1064.406250 1740999152.0222
MEM 1064.875000 1740999152.1273
MEM 1074.750000 1740999152.2331
MEM 1257.906250 1740999152.3385
MEM 1185.109375 1740999152.4419
MEM 1068.765625 1740999152.5443
MEM 1057.281250 1740999152.6495
MEM 1057.687500 1740999152.7546
MEM 1058.093750 1740999152.8598
MEM 1068.031250 1740999152.9649
MEM 1234.203125 1740999153.0702
MEM 1344.406250 1740999153.1722
MEM 1301.296875 1740999153.2761
MEM 1174.859375 1740999153.3814
MEM 1178.468750 1740999153.4863
MEM 1178.734375 1740999153.5915
MEM 1179.109375 1740999153.6965
MEM 1179.937500 1740999153.8017
MEM 1231.765625 1740999153.9032
MEM 1261.562500 1740999154.0084
MEM 1057.187500 1740999154.1136
MEM 1155.875000 1740999154.2186
MEM 1156.812500 1740999154.3237
MEM 1157.296875 1740999154.4288
MEM 1157.718750 1740999154.5337
MEM 1228.593750 1740999154.6387
MEM 1313.531250 1740999154.7438
MEM 1304.031250 1740999154.8489
MEM 1277.531250 1740999154.9503
MEM 1125.593750 1740999155.0555
MEM 1106.062500 1740999155.1604
MEM 1112.593750 1740999155.2654
MEM 1123.468750 1740999155.3703
MEM 1128.203125 1740999155.4753
MEM 1256.359375 1740999155.5805
MEM 1332.406250 1740999155.6860
MEM 1307.562500 1740999155.7868
MEM 1200.546875 1740999155.8870
MEM 1203.875000 1740999155.9920
MEM 1204.109375 1740999156.0970
MEM 1204.437500 1740999156.1989
MEM 1252.453125 1740999156.3041
MEM 1268.984375 1740999156.4091
MEM 1321.765625 1740999156.5142
MEM 1216.484375 1740999156.6145
MEM 1230.015625 1740999156.7195
MEM 1230.234375 1740999156.8244
MEM 1236.359375 1740999156.9294
MEM 1238.390625 1740999157.0344
MEM 1428.656250 1740999157.1396
MEM 1319.750000 1740999157.2447
MEM 1288.046875 1740999157.3497
MEM 1114.437500 1740999157.4548
MEM 1182.718750 1740999157.5616
MEM 1183.843750 1740999157.6666
MEM 1184.937500 1740999157.7716
MEM 1188.218750 1740999157.8766
MEM 1331.328125 1740999157.9826
MEM 1392.671875 1740999158.0877
MEM 1277.921875 1740999158.1892
MEM 1185.562500 1740999158.2941
MEM 1186.656250 1740999158.3981
MEM 1198.218750 1740999158.4997
MEM 1198.546875 1740999158.6047
MEM 1253.171875 1740999158.7099
MEM 1325.468750 1740999158.8162
MEM 1312.703125 1740999158.9213
MEM 1148.453125 1740999159.0217
MEM 1147.421875 1740999159.1268
MEM 1152.593750 1740999159.2318
MEM 1153.125000 1740999159.3368
MEM 1160.125000 1740999159.4417
MEM 1290.687500 1740999159.5469
MEM 1383.000000 1740999159.6481
MEM 1338.546875 1740999159.7531
MEM 1213.000000 1740999159.8582
MEM 1213.000000 1740999159.9632
MEM 1218.468750 1740999160.0683
MEM 1218.687500 1740999160.1733
MEM 1219.015625 1740999160.2783
MEM 1227.046875 1740999160.3833
MEM 1287.875000 1740999160.4837
MEM 1280.843750 1740999160.5888
MEM 1243.281250 1740999160.6939
MEM 1142.437500 1740999160.7966
MEM 1142.437500 1740999160.9017
MEM 1156.625000 1740999161.0068
MEM 1158.828125 1740999161.1118
MEM 1171.656250 1740999161.2168
MEM 1221.437500 1740999161.3237
MEM 1297.703125 1740999161.4292
MEM 1249.796875 1740999161.5344
MEM 1250.203125 1740999161.6346
MEM 983.125000 1740999161.7397
MEM 1073.734375 1740999161.8429
MEM 1074.234375 1740999161.9480
MEM 1075.875000 1740999162.0481
MEM 1076.281250 1740999162.1531
MEM 1132.093750 1740999162.2583
MEM 1298.484375 1740999162.3601
MEM 1268.515625 1740999162.4652
MEM 1069.421875 1740999162.5661
MEM 1140.343750 1740999162.6710
MEM 1140.859375 1740999162.7761
MEM 1141.187500 1740999162.8812
MEM 1151.078125 1740999162.9863
MEM 1379.375000 1740999163.0915
MEM 1333.843750 1740999163.1966
MEM 1255.203125 1740999163.3017
MEM 1225.343750 1740999163.4067
MEM 1225.515625 1740999163.5117
MEM 1225.656250 1740999163.6168
MEM 1228.531250 1740999163.7218
MEM 1315.828125 1740999163.8269
MEM 1305.750000 1740999163.9321
MEM 1311.890625 1740999164.0371
MEM 1123.218750 1740999164.1422
MEM 1137.234375 1740999164.2473
MEM 1137.390625 1740999164.3523
MEM 1137.187500 1740999164.4573
MEM 1144.093750 1740999164.5625
MEM 1337.984375 1740999164.6647
MEM 1332.781250 1740999164.7705
MEM 1230.328125 1740999164.8726
MEM 1219.968750 1740999164.9777
MEM 1220.156250 1740999165.0827
MEM 1220.593750 1740999165.1877
MEM 1221.000000 1740999165.2927
MEM 1331.062500 1740999165.3983
MEM 1298.171875 1740999165.5046
MEM 1247.734375 1740999165.6049
MEM 1166.640625 1740999165.7100
MEM 1166.640625 1740999165.8151
MEM 1169.578125 1740999165.9201
MEM 1169.843750 1740999166.0252
MEM 1170.265625 1740999166.1302
MEM 1172.765625 1740999166.2353
MEM 1306.546875 1740999166.3404
