CMDLINE python src/main.py
MEM 496.375000 1740998437.8131
MEM 496.828125 1740998437.9182
MEM 497.015625 1740998438.0235
MEM 500.250000 1740998438.1284
MEM 500.250000 1740998438.2336
MEM 500.531250 1740998438.3344
MEM 504.578125 1740998438.4396
MEM 504.578125 1740998438.5447
MEM 504.578125 1740998438.6499
MEM 504.859375 1740998438.7550
MEM 504.859375 1740998438.8602
MEM 504.968750 1740998438.9642
MEM 504.968750 1740998439.0694
MEM 505.093750 1740998439.1716
MEM 505.093750 1740998439.2769
MEM 505.218750 1740998439.3820
MEM 505.218750 1740998439.4871
MEM 507.718750 1740998439.5888
MEM 507.718750 1740998439.6939
MEM 507.718750 1740998439.7991
MEM 508.218750 1740998439.9021
MEM 508.218750 1740998440.0033
MEM 508.500000 1740998440.1078
MEM 508.500000 1740998440.2130
MEM 508.750000 1740998440.3182
MEM 508.750000 1740998440.4234
MEM 508.937500 1740998440.5287
MEM 508.937500 1740998440.6294
MEM 510.171875 1740998440.7345
MEM 510.171875 1740998440.8398
MEM 510.265625 1740998440.9450
MEM 510.265625 1740998441.0502
MEM 510.265625 1740998441.1550
MEM 510.484375 1740998441.2600
MEM 510.484375 1740998441.3623
MEM 510.859375 1740998441.4650
MEM 510.859375 1740998441.5702
MEM 510.968750 1740998441.6735
MEM 510.968750 1740998441.7788
MEM 510.984375 1740998441.8837
MEM 510.984375 1740998441.9861
MEM 512.546875 1740998442.0892
MEM 518.218750 1740998442.1943
MEM 518.234375 1740998442.2995
MEM 518.234375 1740998442.4047
MEM 518.234375 1740998442.5090
MEM 518.234375 1740998442.6144
MEM 518.234375 1740998442.7197
MEM 518.234375 1740998442.8250
MEM 519.859375 1740998442.9301
MEM 521.781250 1740998443.0353
MEM 521.781250 1740998443.1404
MEM 521.781250 1740998443.2456
MEM 530.187500 1740998443.3508
MEM 536.234375 1740998443.4559
MEM 536.609375 1740998443.5610
MEM 536.921875 1740998443.6661
MEM 538.390625 1740998443.7712
MEM 540.312500 1740998443.8725
MEM 542.093750 1740998443.9776
MEM 543.484375 1740998444.0823
MEM 544.000000 1740998444.1854
MEM 544.312500 1740998444.2890
MEM 544.578125 1740998444.3905
MEM 544.937500 1740998444.4954
MEM 545.234375 1740998444.6001
MEM 545.671875 1740998444.7053
MEM 545.984375 1740998444.8103
MEM 546.359375 1740998444.9153
MEM 546.703125 1740998445.0166
MEM 547.015625 1740998445.1215
MEM 547.406250 1740998445.2258
MEM 547.718750 1740998445.3269
MEM 547.984375 1740998445.4319
MEM 548.250000 1740998445.5361
MEM 548.531250 1740998445.6412
MEM 548.781250 1740998445.7462
MEM 549.031250 1740998445.8465
MEM 549.390625 1740998445.9516
MEM 549.890625 1740998446.0567
MEM 550.703125 1740998446.1610
MEM 551.031250 1740998446.2662
MEM 552.031250 1740998446.3713
MEM 552.703125 1740998446.4763
MEM 552.953125 1740998446.5814
MEM 553.187500 1740998446.6828
MEM 553.296875 1740998446.7843
MEM 553.562500 1740998446.8892
MEM 553.890625 1740998446.9943
MEM 554.171875 1740998447.0984
MEM 554.453125 1740998447.1995
MEM 554.859375 1740998447.3045
MEM 555.031250 1740998447.4094
MEM 555.703125 1740998447.5145
MEM 555.781250 1740998447.6196
MEM 555.906250 1740998447.7247
MEM 556.156250 1740998447.8298
MEM 556.515625 1740998447.9349
MEM 556.562500 1740998448.0400
MEM 556.593750 1740998448.1450
MEM 556.609375 1740998448.2501
MEM 556.625000 1740998448.3552
MEM 556.640625 1740998448.4603
MEM 556.703125 1740998448.5653
MEM 557.296875 1740998448.6704
MEM 557.578125 1740998448.7754
MEM 557.875000 1740998448.8805
MEM 558.546875 1740998448.9856
MEM 558.656250 1740998449.0878
MEM 558.656250 1740998449.1918
MEM 558.656250 1740998449.2938
MEM 558.734375 1740998449.3989
MEM 558.937500 1740998449.5039
MEM 559.156250 1740998449.6090
MEM 559.390625 1740998449.7141
MEM 559.640625 1740998449.8192
MEM 559.890625 1740998449.9243
MEM 560.125000 1740998450.0294
MEM 560.359375 1740998450.1346
MEM 560.562500 1740998450.2365
MEM 560.812500 1740998450.3417
MEM 561.046875 1740998450.4467
MEM 561.250000 1740998450.5505
MEM 561.468750 1740998450.6557
MEM 561.687500 1740998450.7608
MEM 561.906250 1740998450.8659
MEM 562.125000 1740998450.9711
MEM 562.375000 1740998451.0761
MEM 562.578125 1740998451.1812
MEM 562.812500 1740998451.2827
MEM 563.046875 1740998451.3879
MEM 563.281250 1740998451.4901
MEM 563.937500 1740998451.5952
MEM 564.156250 1740998451.7004
MEM 564.390625 1740998451.8055
MEM 564.609375 1740998451.9106
MEM 564.875000 1740998452.0156
MEM 565.171875 1740998452.1208
MEM 565.421875 1740998452.2259
MEM 565.687500 1740998452.3311
MEM 565.921875 1740998452.4361
MEM 566.171875 1740998452.5413
MEM 566.421875 1740998452.6435
MEM 566.671875 1740998452.7486
MEM 566.906250 1740998452.8488
MEM 567.156250 1740998452.9539
MEM 567.421875 1740998453.0590
MEM 567.656250 1740998453.1640
MEM 567.906250 1740998453.2691
MEM 568.171875 1740998453.3742
MEM 568.421875 1740998453.4792
MEM 568.687500 1740998453.5842
MEM 568.953125 1740998453.6874
MEM 569.203125 1740998453.7926
MEM 569.421875 1740998453.8976
MEM 569.671875 1740998454.0027
MEM 569.921875 1740998454.1077
MEM 570.187500 1740998454.2128
MEM 570.421875 1740998454.3179
MEM 570.656250 1740998454.4194
MEM 570.921875 1740998454.5245
MEM 571.187500 1740998454.6288
MEM 571.437500 1740998454.7339
MEM 571.703125 1740998454.8390
MEM 571.968750 1740998454.9440
MEM 572.218750 1740998455.0492
MEM 572.484375 1740998455.1525
MEM 572.765625 1740998455.2541
MEM 573.046875 1740998455.3592
MEM 573.343750 1740998455.4642
MEM 573.921875 1740998455.5659
MEM 573.687500 1740998455.6710
MEM 580.515625 1740998455.7762
MEM 580.843750 1740998455.8813
MEM 581.250000 1740998455.9864
MEM 581.265625 1740998456.0916
MEM 581.265625 1740998456.1965
MEM 581.421875 1740998456.3016
MEM 581.484375 1740998456.4068
MEM 581.578125 1740998456.5119
MEM 581.750000 1740998456.6170
MEM 581.859375 1740998456.7204
MEM 581.953125 1740998456.8256
MEM 582.046875 1740998456.9307
MEM 582.265625 1740998457.0358
MEM 582.359375 1740998457.1376
MEM 582.500000 1740998457.2428
MEM 582.656250 1740998457.3479
MEM 582.750000 1740998457.4530
MEM 582.843750 1740998457.5581
MEM 583.000000 1740998457.6632
MEM 583.109375 1740998457.7682
MEM 583.375000 1740998457.8735
MEM 583.437500 1740998457.9786
MEM 583.609375 1740998458.0837
MEM 583.875000 1740998458.1859
MEM 583.937500 1740998458.2911
MEM 584.156250 1740998458.3962
MEM 584.218750 1740998458.5012
MEM 584.359375 1740998458.6063
MEM 584.468750 1740998458.7115
MEM 584.656250 1740998458.8165
MEM 584.687500 1740998458.9217
MEM 584.921875 1740998459.0268
MEM 585.046875 1740998459.1274
MEM 585.156250 1740998459.2325
MEM 585.250000 1740998459.3376
MEM 585.406250 1740998459.4427
MEM 585.656250 1740998459.5479
MEM 585.734375 1740998459.6504
MEM 585.875000 1740998459.7556
MEM 586.062500 1740998459.8607
MEM 586.250000 1740998459.9658
MEM 586.437500 1740998460.0710
MEM 586.734375 1740998460.1728
MEM 586.765625 1740998460.2779
MEM 586.906250 1740998460.3830
MEM 587.062500 1740998460.4883
MEM 587.234375 1740998460.5895
MEM 587.390625 1740998460.6913
MEM 587.515625 1740998460.7964
MEM 587.671875 1740998460.9016
MEM 587.765625 1740998461.0067
MEM 587.828125 1740998461.1118
MEM 587.953125 1740998461.2169
MEM 588.000000 1740998461.3220
MEM 588.109375 1740998461.4271
MEM 588.312500 1740998461.5322
MEM 588.421875 1740998461.6373
MEM 588.609375 1740998461.7425
MEM 588.703125 1740998461.8429
MEM 589.328125 1740998461.9480
MEM 589.531250 1740998462.0531
MEM 589.640625 1740998462.1583
MEM 589.687500 1740998462.2634
MEM 590.062500 1740998462.3686
MEM 590.734375 1740998462.4695
MEM 590.937500 1740998462.5746
MEM 591.281250 1740998462.6797
MEM 591.500000 1740998462.7800
MEM 591.718750 1740998462.8851
MEM 591.765625 1740998462.9871
MEM 591.921875 1740998463.0921
MEM 592.656250 1740998463.1984
MEM 592.812500 1740998463.3035
MEM 593.250000 1740998463.4087
MEM 593.281250 1740998463.5092
MEM 593.406250 1740998463.6143
MEM 593.546875 1740998463.7194
MEM 593.609375 1740998463.8246
MEM 595.375000 1740998463.9297
MEM 597.218750 1740998464.0348
MEM 597.484375 1740998464.1399
MEM 597.593750 1740998464.2451
MEM 598.234375 1740998464.3502
MEM 598.390625 1740998464.4553
MEM 601.156250 1740998464.5605
MEM 601.265625 1740998464.6656
MEM 603.140625 1740998464.7707
MEM 603.265625 1740998464.8759
MEM 603.421875 1740998464.9810
MEM 603.562500 1740998465.0861
MEM 603.656250 1740998465.1913
MEM 603.859375 1740998465.2964
MEM 606.437500 1740998465.4016
MEM 606.437500 1740998465.5020
MEM 606.593750 1740998465.6034
MEM 606.828125 1740998465.7085
MEM 606.875000 1740998465.8137
MEM 607.078125 1740998465.9188
MEM 607.156250 1740998466.0208
MEM 607.390625 1740998466.1260
MEM 608.375000 1740998466.2311
MEM 608.562500 1740998466.3362
MEM 608.687500 1740998466.4367
MEM 609.015625 1740998466.5419
MEM 609.140625 1740998466.6470
MEM 613.609375 1740998466.7502
MEM 618.546875 1740998466.8553
MEM 618.750000 1740998466.9604
MEM 618.781250 1740998467.0654
MEM 618.828125 1740998467.1705
MEM 618.890625 1740998467.2755
MEM 619.750000 1740998467.3807
MEM 620.328125 1740998467.4858
MEM 621.250000 1740998467.5909
MEM 622.046875 1740998467.6959
MEM 622.656250 1740998467.8010
MEM 623.250000 1740998467.9061
MEM 623.906250 1740998468.0111
MEM 624.296875 1740998468.1162
MEM 625.109375 1740998468.2213
MEM 628.593750 1740998468.3264
MEM 631.500000 1740998468.4315
MEM 631.000000 1740998468.5370
MEM 637.328125 1740998468.6421
MEM 636.953125 1740998468.7472
MEM 636.968750 1740998468.8522
MEM 636.984375 1740998468.9573
MEM 640.265625 1740998469.0624
MEM 646.015625 1740998469.1675
MEM 648.296875 1740998469.2726
MEM 657.859375 1740998469.3778
MEM 673.140625 1740998469.4829
MEM 673.203125 1740998469.5880
MEM 673.265625 1740998469.6896
MEM 673.359375 1740998469.7948
MEM 673.437500 1740998469.8999
MEM 673.546875 1740998470.0050
MEM 673.593750 1740998470.1101
MEM 673.609375 1740998470.2152
MEM 673.640625 1740998470.3201
MEM 673.765625 1740998470.4253
MEM 673.859375 1740998470.5304
MEM 673.937500 1740998470.6356
MEM 674.015625 1740998470.7373
MEM 674.140625 1740998470.8425
MEM 674.171875 1740998470.9477
MEM 674.250000 1740998471.0528
MEM 674.343750 1740998471.1550
MEM 674.437500 1740998471.2602
MEM 674.593750 1740998471.3653
MEM 674.656250 1740998471.4704
MEM 674.796875 1740998471.5754
MEM 674.921875 1740998471.6805
MEM 675.046875 1740998471.7856
MEM 675.125000 1740998471.8906
MEM 675.250000 1740998471.9957
MEM 675.312500 1740998472.1008
MEM 675.421875 1740998472.2058
MEM 675.515625 1740998472.3109
MEM 675.656250 1740998472.4159
MEM 675.734375 1740998472.5210
MEM 675.828125 1740998472.6260
MEM 675.953125 1740998472.7311
MEM 676.046875 1740998472.8362
MEM 676.171875 1740998472.9412
MEM 676.250000 1740998473.0463
MEM 676.343750 1740998473.1513
MEM 676.437500 1740998473.2564
MEM 676.515625 1740998473.3615
MEM 676.640625 1740998473.4665
MEM 676.703125 1740998473.5716
MEM 676.812500 1740998473.6766
MEM 676.906250 1740998473.7817
MEM 677.015625 1740998473.8870
MEM 677.140625 1740998473.9920
MEM 677.250000 1740998474.0971
MEM 677.359375 1740998474.2022
MEM 677.437500 1740998474.3073
MEM 677.546875 1740998474.4124
MEM 677.656250 1740998474.5175
MEM 677.734375 1740998474.6226
MEM 677.828125 1740998474.7277
MEM 677.937500 1740998474.8327
MEM 678.031250 1740998474.9378
MEM 678.109375 1740998475.0429
MEM 678.234375 1740998475.1479
MEM 678.343750 1740998475.2530
MEM 678.406250 1740998475.3581
MEM 678.515625 1740998475.4631
MEM 678.656250 1740998475.5682
MEM 678.703125 1740998475.6734
MEM 678.734375 1740998475.7784
MEM 678.750000 1740998475.8835
MEM 678.828125 1740998475.9886
MEM 678.875000 1740998476.0937
MEM 678.875000 1740998476.1988
MEM 678.890625 1740998476.3038
MEM 678.953125 1740998476.4089
MEM 678.968750 1740998476.5140
MEM 678.984375 1740998476.6190
MEM 679.000000 1740998476.7241
MEM 679.078125 1740998476.8292
MEM 679.171875 1740998476.9343
MEM 679.265625 1740998477.0393
MEM 679.375000 1740998477.1444
MEM 679.453125 1740998477.2495
MEM 679.546875 1740998477.3546
MEM 679.671875 1740998477.4596
MEM 679.765625 1740998477.5647
MEM 679.828125 1740998477.6698
MEM 679.968750 1740998477.7749
MEM 680.062500 1740998477.8799
MEM 680.125000 1740998477.9850
MEM 680.125000 1740998478.0900
MEM 680.140625 1740998478.1951
MEM 680.156250 1740998478.3001
MEM 680.171875 1740998478.4052
MEM 680.171875 1740998478.5103
MEM 680.187500 1740998478.6153
MEM 680.187500 1740998478.7205
MEM 680.203125 1740998478.8256
MEM 680.578125 1740998478.9306
MEM 697.859375 1740998479.0358
MEM 702.796875 1740998479.1371
MEM 710.671875 1740998479.2423
MEM 707.078125 1740998479.3446
MEM 705.078125 1740998479.4497
MEM 928.062500 1740998479.5525
MEM 1060.031250 1740998479.6546
MEM 1092.687500 1740998479.7610
MEM 1110.296875 1740998479.8623
MEM 1075.343750 1740998479.9676
MEM 1083.343750 1740998480.0728
MEM 1061.156250 1740998480.1780
MEM 1069.156250 1740998480.2831
MEM 1077.156250 1740998480.3884
MEM 1057.796875 1740998480.4934
MEM 1057.906250 1740998480.5986
MEM 1058.234375 1740998480.7037
MEM 1108.468750 1740998480.8055
MEM 1190.312500 1740998480.9083
MEM 1206.359375 1740998481.0136
MEM 1220.703125 1740998481.1138
MEM 1330.765625 1740998481.2192
MEM 1330.765625 1740998481.3243
MEM 1330.765625 1740998481.4294
MEM 1332.765625 1740998481.5346
MEM 1332.796875 1740998481.6397
MEM 1333.093750 1740998481.7448
MEM 1333.218750 1740998481.8500
MEM 1434.875000 1740998481.9577
MEM 1417.281250 1740998482.0629
MEM 1353.781250 1740998482.1656
MEM 1358.515625 1740998482.2683
MEM 1358.640625 1740998482.3709
MEM 1340.078125 1740998482.4760
MEM 1340.312500 1740998482.5811
MEM 1393.171875 1740998482.6864
MEM 1418.015625 1740998482.7882
MEM 1368.750000 1740998482.8921
MEM 1349.500000 1740998482.9965
MEM 1333.515625 1740998483.1011
MEM 1320.000000 1740998483.2055
MEM 1306.250000 1740998483.3066
MEM 1306.828125 1740998483.4117
MEM 1344.750000 1740998483.5169
MEM 1496.765625 1740998483.6284
MEM 1500.593750 1740998483.7436
MEM 1506.500000 1740998483.8513
MEM 1548.468750 1740998483.9529
MEM 1538.515625 1740998484.0534
MEM 1525.390625 1740998484.1587
MEM 1502.609375 1740998484.2611
MEM 1402.578125 1740998484.3665
MEM 1367.609375 1740998484.4717
MEM 1368.296875 1740998484.5767
MEM 1337.921875 1740998484.6815
MEM 1340.859375 1740998484.7866
MEM 1341.203125 1740998484.8918
MEM 1315.890625 1740998484.9935
MEM 1291.421875 1740998485.0939
MEM 1318.062500 1740998485.1944
MEM 1316.359375 1740998485.2976
MEM 1315.625000 1740998485.4024
MEM 1312.781250 1740998485.5077
MEM 1313.171875 1740998485.6129
MEM 1315.125000 1740998485.7180
MEM 1299.984375 1740998485.8230
MEM 1484.437500 1740998485.9283
MEM 1474.812500 1740998486.0336
MEM 1347.312500 1740998486.1383
MEM 1282.921875 1740998486.2435
MEM 1280.265625 1740998486.3477
MEM 1263.421875 1740998486.4528
MEM 1263.843750 1740998486.5542
MEM 1323.812500 1740998486.6602
MEM 1377.687500 1740998486.7650
MEM 1364.171875 1740998486.8678
MEM 1333.171875 1740998486.9684
MEM 1201.750000 1740998487.0692
MEM 1200.390625 1740998487.1747
MEM 1208.953125 1740998487.2786
MEM 1210.468750 1740998487.3838
MEM 1211.453125 1740998487.4876
MEM 1229.656250 1740998487.5935
MEM 1324.296875 1740998487.6986
MEM 1393.265625 1740998487.8047
MEM 1378.640625 1740998487.9100
MEM 1322.203125 1740998488.0152
MEM 1322.468750 1740998488.1186
MEM 1322.921875 1740998488.2237
MEM 1329.031250 1740998488.3289
MEM 1423.875000 1740998488.4342
MEM 1411.718750 1740998488.5394
MEM 1221.500000 1740998488.6445
MEM 1272.140625 1740998488.7484
MEM 1272.500000 1740998488.8507
MEM 1273.093750 1740998488.9513
MEM 1273.343750 1740998489.0528
MEM 1283.468750 1740998489.1576
MEM 1356.265625 1740998489.2628
MEM 1336.234375 1740998489.3683
MEM 1307.281250 1740998489.4729
MEM 1219.750000 1740998489.5740
MEM 1184.875000 1740998489.6752
MEM 1174.546875 1740998489.7804
MEM 1183.750000 1740998489.8820
MEM 1184.250000 1740998489.9828
MEM 1176.343750 1740998490.0880
MEM 1054.937500 1740998490.1889
MEM 1108.906250 1740998490.2910
MEM 1168.281250 1740998490.3963
MEM 1163.656250 1740998490.5019
MEM 1175.375000 1740998490.6076
MEM 1180.281250 1740998490.7100
MEM 1019.500000 1740998490.8153
MEM 1102.453125 1740998490.9166
MEM 1065.921875 1740998491.0210
MEM 1067.296875 1740998491.1262
MEM 1067.859375 1740998491.2313
MEM 1187.453125 1740998491.3364
MEM 1222.031250 1740998491.4380
MEM 1200.265625 1740998491.5437
MEM 1133.765625 1740998491.6493
MEM 993.656250 1740998491.7547
MEM 1017.453125 1740998491.8593
MEM 981.390625 1740998491.9618
MEM 957.734375 1740998492.0670
MEM 958.281250 1740998492.1722
MEM 975.125000 1740998492.2785
MEM 1111.734375 1740998492.3795
MEM 1106.296875 1740998492.4844
MEM 1060.453125 1740998492.5904
MEM 1031.203125 1740998492.6971
MEM 1035.890625 1740998492.7983
MEM 925.656250 1740998492.9027
MEM 943.062500 1740998493.0076
MEM 945.125000 1740998493.1127
MEM 964.656250 1740998493.2178
MEM 969.468750 1740998493.3211
MEM 1000.265625 1740998493.4276
MEM 991.437500 1740998493.5356
MEM 1018.781250 1740998493.6409
MEM 944.359375 1740998493.7467
MEM 928.406250 1740998493.8482
MEM 902.343750 1740998493.9530
MEM 763.593750 1740998494.0582
MEM 826.750000 1740998494.1634
MEM 827.687500 1740998494.2686
MEM 828.312500 1740998494.3737
MEM 832.093750 1740998494.4789
MEM 859.875000 1740998494.5841
MEM 829.640625 1740998494.6902
MEM 891.531250 1740998494.8056
MEM 906.875000 1740998494.9114
MEM 909.015625 1740998495.0195
MEM 857.296875 1740998495.1249
MEM 725.656250 1740998495.2281
MEM 718.609375 1740998495.3340
MEM 720.562500 1740998495.4386
MEM 721.156250 1740998495.5438
MEM 725.328125 1740998495.6463
MEM 768.859375 1740998495.7532
MEM 832.343750 1740998495.8553
MEM 792.625000 1740998495.9596
MEM 828.234375 1740998496.0657
MEM 848.734375 1740998496.1710
MEM 852.593750 1740998496.2766
MEM 655.171875 1740998496.3819
MEM 773.937500 1740998496.4870
MEM 775.390625 1740998496.5916
MEM 781.625000 1740998496.6967
MEM 788.843750 1740998496.8019
MEM 887.390625 1740998496.9076
MEM 920.406250 1740998497.0128
MEM 898.468750 1740998497.1200
MEM 897.640625 1740998497.2227
MEM 905.343750 1740998497.3253
MEM 917.687500 1740998497.4266
MEM 797.203125 1740998497.5319
MEM 802.000000 1740998497.6349
MEM 802.828125 1740998497.7401
MEM 803.171875 1740998497.8452
MEM 811.906250 1740998497.9504
MEM 827.671875 1740998498.0546
MEM 867.156250 1740998498.1609
MEM 950.187500 1740998498.2642
MEM 954.843750 1740998498.3699
MEM 956.812500 1740998498.4723
MEM 952.031250 1740998498.5747
MEM 856.515625 1740998498.6799
MEM 865.046875 1740998498.7851
MEM 865.937500 1740998498.8903
MEM 866.328125 1740998498.9955
MEM 901.265625 1740998499.0993
MEM 1081.156250 1740998499.2047
MEM 1013.593750 1740998499.3108
MEM 912.171875 1740998499.4160
MEM 814.921875 1740998499.5224
MEM 816.093750 1740998499.6235
MEM 828.593750 1740998499.7286
MEM 834.203125 1740998499.8296
MEM 925.046875 1740998499.9359
MEM 998.187500 1740998500.0411
MEM 996.500000 1740998500.1462
MEM 846.375000 1740998500.2514
MEM 850.640625 1740998500.3565
MEM 850.828125 1740998500.4616
MEM 859.609375 1740998500.5671
MEM 873.828125 1740998500.6684
MEM 1067.203125 1740998500.7738
MEM 1041.203125 1740998500.8791
MEM 1032.359375 1740998500.9843
MEM 892.640625 1740998501.0880
MEM 900.140625 1740998501.1931
MEM 900.859375 1740998501.2983
MEM 901.312500 1740998501.4035
MEM 942.328125 1740998501.5086
MEM 1028.484375 1740998501.6139
MEM 1023.703125 1740998501.7177
MEM 998.265625 1740998501.8231
MEM 850.109375 1740998501.9268
MEM 860.140625 1740998502.0319
MEM 860.328125 1740998502.1370
MEM 860.781250 1740998502.2421
MEM 887.468750 1740998502.3491
MEM 1006.765625 1740998502.4521
MEM 1002.750000 1740998502.5582
MEM 981.156250 1740998502.6595
MEM 826.875000 1740998502.7648
MEM 877.781250 1740998502.8700
MEM 878.031250 1740998502.9751
MEM 878.453125 1740998503.0802
MEM 886.531250 1740998503.1854
MEM 1078.656250 1740998503.2922
MEM 1088.218750 1740998503.3975
MEM 1078.781250 1740998503.5013
MEM 949.640625 1740998503.6064
MEM 961.750000 1740998503.7115
MEM 961.906250 1740998503.8166
MEM 974.437500 1740998503.9218
MEM 1017.375000 1740998504.0270
MEM 1053.125000 1740998504.1289
MEM 1038.234375 1740998504.2342
MEM 980.218750 1740998504.3345
MEM 981.140625 1740998504.4397
MEM 981.468750 1740998504.5448
MEM 988.750000 1740998504.6499
MEM 997.640625 1740998504.7551
MEM 1036.890625 1740998504.8606
MEM 980.875000 1740998504.9679
MEM 984.187500 1740998505.0731
MEM 771.515625 1740998505.1783
MEM 875.156250 1740998505.2834
MEM 876.562500 1740998505.3885
MEM 877.390625 1740998505.4936
MEM 878.765625 1740998505.5987
MEM 1072.375000 1740998505.7041
MEM 1056.875000 1740998505.8103
MEM 939.890625 1740998505.9132
MEM 932.515625 1740998506.0183
MEM 933.859375 1740998506.1234
MEM 934.171875 1740998506.2285
MEM 936.843750 1740998506.3336
MEM 1126.875000 1740998506.4394
MEM 1151.625000 1740998506.5430
MEM 1097.234375 1740998506.6482
MEM 1014.546875 1740998506.7534
MEM 1014.734375 1740998506.8585
MEM 1015.062500 1740998506.9636
MEM 1019.437500 1740998507.0687
MEM 1025.046875 1740998507.1751
MEM 1085.218750 1740998507.2803
MEM 1115.921875 1740998507.3855
MEM 1000.453125 1740998507.4907
MEM 1014.328125 1740998507.5937
MEM 1014.781250 1740998507.6988
MEM 1015.281250 1740998507.8040
MEM 1017.843750 1740998507.9091
MEM 1168.984375 1740998508.0146
MEM 1202.343750 1740998508.1198
MEM 1013.625000 1740998508.2249
MEM 1079.140625 1740998508.3263
MEM 1087.578125 1740998508.4314
MEM 1014.203125 1740998508.5366
MEM 1014.593750 1740998508.6381
MEM 1018.312500 1740998508.7433
MEM 1107.796875 1740998508.8478
MEM 1102.546875 1740998508.9530
MEM 1122.890625 1740998509.0548
MEM 1032.343750 1740998509.1581
MEM 1034.906250 1740998509.2596
MEM 1035.171875 1740998509.3648
MEM 1043.890625 1740998509.4699
MEM 1059.125000 1740998509.5750
MEM 1047.140625 1740998509.6782
MEM 1008.421875 1740998509.7829
MEM 999.125000 1740998509.8881
MEM 901.812500 1740998509.9933
MEM 906.812500 1740998510.0984
MEM 907.093750 1740998510.2036
MEM 907.625000 1740998510.3048
MEM 939.875000 1740998510.4100
MEM 1073.703125 1740998510.5158
MEM 1069.078125 1740998510.6211
MEM 928.812500 1740998510.7260
MEM 912.281250 1740998510.8311
MEM 913.453125 1740998510.9362
MEM 913.781250 1740998511.0413
MEM 916.734375 1740998511.1466
MEM 1034.437500 1740998511.2523
MEM 1046.687500 1740998511.3609
MEM 1011.687500 1740998511.4661
MEM 778.484375 1740998511.5676
MEM 858.250000 1740998511.6727
MEM 859.453125 1740998511.7779
MEM 860.015625 1740998511.8830
MEM 864.359375 1740998511.9881
MEM 985.625000 1740998512.0953
MEM 1001.968750 1740998512.1988
MEM 994.859375 1740998512.2999
MEM 872.031250 1740998512.4051
MEM 881.046875 1740998512.5102
MEM 881.296875 1740998512.6153
MEM 890.859375 1740998512.7204
MEM 940.687500 1740998512.8258
MEM 1068.500000 1740998512.9265
MEM 1053.093750 1740998513.0333
MEM 954.750000 1740998513.1385
MEM 872.546875 1740998513.2438
MEM 878.593750 1740998513.3489
MEM 879.312500 1740998513.4541
MEM 879.593750 1740998513.5591
MEM 926.578125 1740998513.6649
MEM 1072.484375 1740998513.7655
MEM 1057.125000 1740998513.8662
MEM 860.421875 1740998513.9713
MEM 936.593750 1740998514.0766
MEM 946.468750 1740998514.1817
MEM 946.703125 1740998514.2869
MEM 950.765625 1740998514.3920
MEM 1019.500000 1740998514.4973
MEM 1105.265625 1740998514.5977
MEM 1095.187500 1740998514.7057
MEM 1043.312500 1740998514.8098
MEM 1043.312500 1740998514.9151
MEM 977.281250 1740998515.0202
MEM 977.625000 1740998515.1254
MEM 977.921875 1740998515.2305
MEM 1016.796875 1740998515.3357
MEM 1123.078125 1740998515.4419
MEM 1115.953125 1740998515.5473
MEM 1015.781250 1740998515.6476
MEM 1025.671875 1740998515.7527
MEM 1031.796875 1740998515.8578
